sample_index,hbar_v,hbar_v_unc,gamma0,gamma0_unc,beta,beta_unc,t,t_unc,tprime,tprime_unc,mse
0,9.65004156310819,nan,7.999999999999999,nan,-7.999999999999999,nan,0.18257843492980183,nan,0.16729692612249364,nan,0.0001525016212052552
0,9.65004156310819,nan,7.999999999999999,nan,-7.999999999999999,nan,0.18257843492980183,nan,0.16729692612249364,nan,0.0001525016212052552
