0.999000935	0.765657933
1.167359567	0.703857682
1.41951078	0.61956879
1.658126269	0.52968191
1.92407103	0.445383351
2.175706597	0.372309775
2.426955429	0.307647684
2.789068291	0.231692932
3.178252602	0.166934158
3.691321022	0.107696026
4.120725773	0.068142705
4.563150601	0.045402688
4.97773051	0.028289665
5.419768604	0.013961133
5.985690805	0.005153244
6.50997454	0.001982017
6.993135454	-0.006767862
7.434400077	-0.004273422
7.779367688	-0.00731896
8.207096587	-0.010422508
8.772503142	-0.008015083
9.434593445	0.0
10.0            0.0
