0.993103448	-0.152697095
1.103448276	-0.053112033
1.15862069	0.01659751
1.227586207	0.073029046
1.310344828	0.129460581
1.406896552	0.199170124
1.517241379	0.245643154
1.613793103	0.282157676
1.724137931	0.315352697
1.862068966	0.341908714
2.04137931	0.358506224
2.275862069	0.361825726
2.496551724	0.348547718
2.75862069	0.321991701
2.951724138	0.295435685
3.15862069	0.27219917
3.365517241	0.242323651
3.544827586	0.219087137
3.737931034	0.195850622
3.95862069	0.169294606
4.248275862	0.139419087
4.496551724	0.119502075
4.662068966	0.106224066
4.896551724	0.089626556
5.213793103	0.073029046
5.503448276	0.059751037
5.779310345	0.046473029
6.04137931	0.036514523
6.303448276	0.029875519
6.648275862	0.023236515
6.896551724	0.01659751
7.213793103	0.009958506
7.586206897	0.009958506
7.848275862	0
8.137931034	0
8.510344828	0
9.131034483	0
9.848275862	0
