1.020689655	-0.952697095
1.172413793	-0.846473029
1.227586207	-0.796680498
1.310344828	-0.740248963
1.379310345	-0.693775934
1.448275862	-0.643983402
1.544827586	-0.594190871
1.64137931	-0.541078838
1.751724138	-0.487966805
1.862068966	-0.441493776
1.986206897	-0.395020747
2.110344828	-0.35186722
2.289655172	-0.298755187
2.427586207	-0.258921162
2.620689655	-0.215767635
2.855172414	-0.172614108
3.144827586	-0.129460581
3.462068966	-0.089626556
3.779310345	-0.069709544
4.068965517	-0.049792531
4.35862069	-0.039834025
4.772413793	-0.026556017
5.103448276	-0.019917012
5.517241379	-0.009958506
5.862068966	-0.009958506
6.344827586	-0.006639004
6.662068966	-0.003319502
7.186206897	0.003319502
7.765517241	0
8.289655172	0
8.965517241	0
9.875862069	0
