twist angle,mean band width (meV),min band width error bar ,max band width errorbar,errorbar
1.072052402,11.00734418,0.095275903, 20.552798729654626,
1.311135371,44.52510917, 29.523620484319224,59.52659786,
1.933406114,112.9897777, 88.44283445811834, 136.16861849940454,
2.218340611,134.9374752, 115.16623660182614, 155.3935093290989,
2.594978166,214.8814013, 186.24652639936485, 244.88437872171502,
