twist angle,band gap,error bar max val,error bar min val
1.066708587854833, 503.0434782608695, 506.08695652173907, 499.13043478260863
1.3101868487243984, 495.21739130434776, 498.2608695652173, 491.3043478260869
1.9280812073302191, 448.2608695652173, 452.1739130434782, 444.34782608695645
2.221793029105282, 456.08695652173907, 459.99999999999994, 451.3043478260869
2.597933884297521,458.6956522, 463.47826086956513, 453.91304347826076
