1.001836991	0.403973702
1.116181637	0.316977666
1.244835476	0.218756647
1.386380483	0.14015276
1.514389764	0.055950885
1.642141223	-0.022643334
1.81088659	-0.092855071
1.965451674	-0.154645654
2.147088208	-0.205240259
2.356054014	-0.250246544
2.619807277	-0.286880015
2.896322795	-0.301092526
3.116890651	-0.298443392
3.419575236	-0.281833124
3.72213091	-0.262419027
4.010506301	-0.234583776
4.284959232	-0.203935029
4.60105063	-0.178922943
4.916755293	-0.145499372
5.287634149	-0.112114474
5.617648007	-0.089915885
5.98917142	-0.070550131
6.498501402	-0.048477231
6.925327919	-0.031953979
7.338747623	-0.023832544
7.986528731	-0.013071643
8.496890006	-0.013429373
8.965741725	-0.010954269
9.820812788	0
10.0 0
