epoch,step,train_loss_step/per_atom_energy_mse,train_loss_step/weighted_sum
0,9,1792.5599791464158,1792.5599791464158
0,19,10702.853225453442,10702.853225453442
0,29,1637.2994304746687,1637.2994304746687
0,39,3164.040218435539,3164.040218435539
0,49,8.596493954832901,8.596493954832901
0,59,580.5605384554649,580.5605384554649
0,69,953.3426341784349,953.3426341784349
